이름,견종,세부견종,색상,출생연도,체중,썸네일,입양여부,성별,중성화 여부,특징,보호장소
다우,푸들,푸들,White,2019.05,7.16,https://cafethumb.pstatic.net/MjAyMTA1MDVfMTYx/MDAxNjIwMjAzODgyNDQ3.aVB9hq_NhMrRU4miIQT184HEvblQTE2GNhem64L2NyUg.5tHIVDsHr6JR_t4qUtjlKfxCdqT5PB-ElafQnisE_qkg.JPEG/KakaoTalk_20210505_171308640_11.jpg?type=f200_200,Y,M,U,애교 많고 궁금한 것도 많은 호기심 대장 다우예요! 깨방정 푸들답게 차분히 있는 모습을 관찰하기는 조오금 어렵네요 ㅎㅎ  사람에게 친화적이어서 안기는 걸 너무 좋아하는 다우! 너의 품은 나의 것 :)  현재 패드배변 훈련중이며 점차 정확도가 높아지고 있어요. 수컷이다보니 마킹도 있지만 심하지는 않아요.  다른 강아지 친구들과도 사이좋게 잘 지내지만  무엇보다 좋은건 사람 품! (입양후 분리불안이 나타날 수 있으므로  사랑과 함께 분리불안 훈련도 같이 진행해 주세요~)  기본 훈련도 되어 있는 똑똑한 푸들 다우^-^  어린 아이가 있는 가족이나 성인으로 구성된 가족 등 모든 가정에 적합한 아이랍니다~  하지만 호기심도 많고 사람을 무척 좋아하는 친구라서  집에 사람이 항상 있는 가족이 제일 좋을 듯 해요^^  하얀 강아지 다우의 가족을 기다립니다.,서울특별시
두이,푸들,푸들,Unknown,2016.05,7.16,https://cafethumb.pstatic.net/MjAyMTA1MDVfMTA0/MDAxNjIwMTc0MTkyNjM2.JSPwNDyNCCjbFSVSCtHX_veovD0Uih5L6NyHXoG4k-kg.tt-_vbEl9Z5-ffPCeM-CPyTneDegix9mAZx0PxtVGmMg.JPEG/P1010227.JPG?type=f200_200,Y,F,U,,서울특별시
로운,닥스훈트,닥스훈트,Unknown,2019.05,7.16,https://cafethumb.pstatic.net/MjAyMTA1MDRfMTc0/MDAxNjIwMTE5Mjc3MDQz.OIewISqqznY-aFszdDiq2NI_2cmCvl8LINTUOB6tosMg.vUKhMu8N0qx2OgyTkJiDz-rfNc41LK5N1yFDs0dRyIIg.JPEG/P1010288.JPG?type=f200_200,Y,M,U,,서울특별시
로지,푸들,푸들,Unknown,2018.05,7.16,https://cafethumb.pstatic.net/MjAyMTA1MDVfMjYx/MDAxNjIwMTc0Mzk0NDcy.tP5csckDLQnY04mxgh75tUCz59Vh2KFCT-7utNYhWHcg.cLsMlSN4FU_xkgvO9tSnHY1D5pfjcpXwSsUCDakR21Ig.JPEG/P1010191.JPG?type=f200_200,Y,F,U,,서울특별시
무무,푸들,푸들,Unknown,2015.05,7.16,https://cafethumb.pstatic.net/MjAyMTA5MThfMjA4/MDAxNjMxOTMzMTIxMjc0.TO1_7jmh7PbIrZa6CH8wyj7dSObdgQYdQZuEOAYIYOgg.Bsn0pxYvwk2d-YkbiYKBmCjtngOWjLyEhEEa1KkmNXQg.PNG/%B9%AB3.PNG?type=f200_200,Y,M,U,,서울특별시
도담,믹스,닥스훈트,Unknown,2020.04,7.16,https://cafethumb.pstatic.net/MjAyMTA5MTJfMTY2/MDAxNjMxNDI4NTQyMDgw.K4uZ1jhu8aiTx2ll_vq7zcgPy_8jQo8l2aA3uV7lyZ8g.-41KhoC4TBPnNuGWEirRflwy00FFaxZjcT151euDNTIg.PNG/%B5%B5%B4%E3.PNG?type=f200_200,Y,F,U,노는게 제일 좋은 도담이예요! 다른강아지들 다모여 우리 같이 놀자놀자>_< 도담이가 덩지가 있어서 작은친구들은 치임주의!  사람도 너무 좋아해서 조금 정신사나운면이 있고  앉아 기다려 기본교육이 되어있어요~  눈치도 있고 집중력도 어느정도 있어서 교육이 가능하신분이면 똑순이로 만들기도 가능할 것 같아요  단모이기 때문에 털빠짐은 필수! 털에 대한 거부감이 없는 가족이면 좋을것 같아요~  에너지가 넘치는 도담이기에 가족구성원이 많거나 많은시간  도담이와 놀아줄수 있는 열심히 같이 뛰어줄 아이들이 있는 가정도 좋을 것 같습니다~! (중고등 이상의 자녀 또는 성인으로 구성된 가족이 적합해요!)  닥스훈트+비글 혼종으로 추정되는 도담이는 공을 너무 좋아해서 파이팅이 넘쳐요~  패드배변을 잘하지만 전에 배변할 때 많이 혼났는지 식분행동이 관찰됩니다. (아침 저녁으로 산책을 해주셔서 실외배변으로 하시면 좋습니다.)  반려견 훈련을 하실 수 있는 가족으로  사랑에 고파 애정어린 질투가 있는 귀여운 도담이의 평생가족을 기다립니다.,서울특별시
나미,믹스,믹스,Unknown,2020.04,7.16,https://cafethumb.pstatic.net/MjAyMTA0MTdfMjYg/MDAxNjE4NjIzMTE3MjM1.e-F28QEiFGyszwjWJKDF56MRKs0EgNWQmDzM9Gl6Wskg.MBXEjr6mioGIuXXZFiEzJYTHMKMIUSqpfdWnwQNXwi0g.JPEG/KakaoTalk_20210408_161930757_02.jpg?type=f200_200,Y,F,U,,서울특별시
득구,믹스,믹스,Unknown,2020.04,7.16,https://cafethumb.pstatic.net/MjAyMTA0MjVfMTQ4/MDAxNjE5MzM2Mzg4NjMy.ama_DoJV8NgGMih-wYAoial3i5zzhhi0hiJKyWeuH0Qg.qvlZqXBIHkyTCzK1_7p0LclbdeMxUbm1HrYgQTUA0Pcg.JPEG/KakaoTalk_20210425_162944722_17.jpg?type=f200_200,Y,M,U,,서울특별시
노라,믹스,믹스,Unknown,2017.04,7.16,https://cafethumb.pstatic.net/MjAyMTA0MTBfMjM5/MDAxNjE4MDIwMjE0ODUw.oOXEuiL6yXiUmIVItTpyhtpusGUmEqHSVZc7zhuztl4g.L34UCkJ21kHo6VgYrO4P7mvnagvDCJKU-ZaY8UcmT1wg.JPEG/1.jpg?type=f200_200,Y,F,U,,서울특별시
나래,믹스,믹스,Unknown,2019.04,7.16,https://cafethumb.pstatic.net/MjAyMTA0MDlfMTYg/MDAxNjE3OTQzNjg3MTM4.w13tpQjHIEAEVt-YQJZ6UuceVgSZp1TqpNvScfVPEQog.8Ig3XmndLj2hoFszd2OiKsfgTPZKpuY8ahdVg99gQa8g.JPEG/KakaoTalk_20210408_162615164_07.jpg?type=f200_200,Y,F,U,,서울특별시
경수,믹스,믹스,Unknown,2020.03,7.16,https://cafethumb.pstatic.net/MjAyMTA0MjVfMjg4/MDAxNjE5MzM2NTI2NTA4.Lytc-NQ22dTRfnRT4z_NAekOB0xJs18sgww4Hl1FGIYg.QrQB_zrFChe05GxkaJc_RPfpwjcIN7i-YvgPBfJzEUkg.JPEG/KakaoTalk_20210425_162944722_05.jpg?type=f200_200,Y,M,U,,서울특별시
가람,믹스,믹스,Unknown,2017.03,7.16,https://cafethumb.pstatic.net/MjAyMTAzMTlfMjg3/MDAxNjE2MTM3NTM4MjIx.uu31RIJZUcAi7UC-ZPiZxSSHYNuUzNcMPRJuoSu3iDUg.LKoygiZKGKbYk9e1IOuIryYZ1MxL0BSF91klcmCJMugg.JPEG/6.jpg?type=f200_200,Y,M,U,,서울특별시
칙촉,믹스,믹스,Unknown,2018.03,7.16,https://cafethumb.pstatic.net/MjAyMTEwMDZfMTI3/MDAxNjMzNTA1NTkzOTA3._9HsdpYy1MBy89AeLgaKAYk5mZbrFdwhOKqKlARZ9D0g.b-nhzdt0UtGGJk1lgiE0wRAolpPdZYFy0F7_J0pttmsg.JPEG/P1010157.JPG?type=f200_200,Y,M,U,,서울특별시
건이,믹스,믹스,Unknown,2020.03,7.16,https://cafethumb.pstatic.net/MjAyMTAzMjRfMjM0/MDAxNjE2NTcyODE4MDIx.AFJBi3NYDYi52UX4eyx4FVtIOiOIi6AxfDY46_tKbCEg.DiGDtL42rXw1lcRfovzWGYuIUpkK_8JqkkW_5C-iu_4g.JPEG/KakaoTalk_20210324_162942314.jpg?type=f200_200,Y,M,U,,서울특별시
금희,믹스,믹스,Unknown,2020.03,7.16,https://cafethumb.pstatic.net/MjAyMTAzMDJfNDIg/MDAxNjE0NjQ1NzkzODUz.h73SMbkyq38DQQBcDWBIFV_MG0U-R0Q7KaN2bTMRXBkg.oG3u924DXQWZTtkIloPVBzagmQwbEX2GVT-jDSMZMSAg.JPEG/1.jpg?type=f200_200,Y,F,U,,서울특별시
그루,믹스,믹스,Unknown,2020.03,7.16,https://cafethumb.pstatic.net/MjAyMTA0MjZfNTgg/MDAxNjE5NDIxNzIyNjk1.QEK2YMLdqkHynx-KJ15IV7AUcHk5dZZMREGmDJBhC8og.1FkCqaa3pJQEUvvR4y0yW8AWbVpXOAod-vtWVJocUeAg.JPEG/KakaoTalk_20210426_161841054_11.jpg?type=f200_200,Y,F,U,,서울특별시
까꿍,포메라니안,포메라니안,Unknown,2016.02,7.16,https://cafethumb.pstatic.net/MjAyMTAyMjNfMTY0/MDAxNjE0MDYxODc5Mzc1.5Gfk1ZsCwO-w9ah3nZ7LCXVHDaInnCzXW-M2PiMjx30g.mwh5TvkiWztF3k8d4AEAABUeVm04v2H7o-qcj2na8eEg.JPEG/3.jpg?type=f200_200,Y,M,U,,서울특별시
고미,스피츠,스피츠,Unknown,2018.02,7.16,https://cafethumb.pstatic.net/MjAyMTAyMTVfNjcg/MDAxNjEzMzYyNjc4ODM5.BG8H76Eq23qk5bjchdlj8cAWeEujEtdcI90cEsmQDwog.nmiruepDri9h2x4sHKOu67r4aqTz5drQJLP4mDLWPeIg.JPEG/1.jpg?type=f200_200,Y,M,U,,서울특별시
튀밥,믹스,믹스,Unknown,2018.02,7.16,https://cafethumb.pstatic.net/MjAyMTAyMDJfMjgx/MDAxNjEyMjI2OTY5NDg0.9Vnq0JGz1bP3LrW8AhWk2gH5frCYTDL6e3VstzIPWyQg.32gN1KcfORy5xQClIErdKwZJJiaFgttdwqjcJszzyp4g.JPEG/%C6%A2%B9%E41.jpg?type=f200_200,Y,F,U,,서울특별시
다롱이,믹스,믹스,Unknown,2018.02,7.16,https://cafethumb.pstatic.net/MjAyMTA0MjVfMTA4/MDAxNjE5MzM3MDUwMzc1.ZdN54IG5YSnB3htt3kYtlgGwUIHIz_f0q7EABUzpRGEg.x7x1Bl6Ob33CczIQpj5wLXXXE1fTN6bdMl0k8q_XL0Mg.JPEG/KakaoTalk_20210425_104304491_04.jpg?type=f200_200,Y,M,U,,서울특별시
주디,스피츠,스피츠,Unknown,2019.02,7.16,https://cafethumb.pstatic.net/MjAyMTAyMDJfMjA0/MDAxNjEyMjI1NDEzNjQ3.fXO3-8PedQt8i_2KS-_HifaWaxSR2okhXR-_4PNnq7Ug.9HwRGNCG616rmikwpV8Egg_-WsSldF44KAq0aSuaW_cg.JPEG/%C1%D6%B5%F01.jpg?type=f200_200,Y,F,U,,서울특별시
찰랑,말티즈,말티즈,Unknown,2017.01,7.16,https://cafethumb.pstatic.net/MjAyMTAyMDlfMjM1/MDAxNjEyODM1NzA1NDI5.rpURHBgQlMHWC0y1_wBmXY9I1lq6jaYYz0YYpz1SgH4g.lIVsxm9O75pk_0MneXiF0Hzvrnfg_5lFNvY6wAdPsCEg.JPEG/KakaoTalk_20210209_105250015.jpg?type=f200_200,Y,M,U,,서울특별시
츄비,푸들,푸들,Unknown,2018.12,7.16,https://cafethumb.pstatic.net/MjAyMDEyMTRfMTIx/MDAxNjA3OTI5NTM3MzI2.p40tLRaE0D5U-bGURxoHJeT3ebFIEvg83BKygQnzvpgg.UK_rPL7uuWk4qrpo8AeDzuC_Uf0Ttme--Vw8h66DGxIg.JPEG/KakaoTalk_20201214_151541411_05.jpg?type=f200_200,Y,F,U,,서울특별시
제리,믹스,믹스,Unknown,2016.12,7.16,https://cafethumb.pstatic.net/MjAyMDExMTZfOTYg/MDAxNjA1NTEzNDQ5MjE1.xRdBZNbQh0ICwdxrJp910QmsH80V5L9kQEvoqzAox3gg.zOra67liWF98ncbcrEABmgpR9c2H7mym8XfOLQ2lWJkg.JPEG/%C1%A6%B8%AE%BA%D0%C8%AB.jpg?type=f200_200,Y,F,Y,,서울특별시
지코,시츄,시츄,Unknown,2016.11,7.16,https://cafethumb.pstatic.net/MjAyMDEyMjNfMTU2/MDAxNjA4NzA0NDc4ODQ2.B51hlylF7cu5KszOHmLoZ_huV9iY0NTU1L_xlTpvLgog.oDsb5Y4TJ4jqfb7SaC4bxm-Pz-myd1uRfnnBOxOMeHog.JPEG/KakaoTalk_20201223_114741214_07.jpg?type=f200_200,Y,M,Y,,서울특별시
초희,믹스,믹스,Unknown,2019.11,7.16,https://cafethumb.pstatic.net/MjAyMDEyMjNfMTQ2/MDAxNjA4NzA1MTIzMDkx.Ltx_KIAKjceHm_zsG3_Cib5-m0sMQ1oW5YGDBCaYcaUg.sx15aWFaDDp95Ll4cPAdgJ0ZuALO-HuZUm93RM4YHFcg.JPEG/KakaoTalk_20201223_114741214_20.jpg?type=f200_200,Y,F,Y,,서울특별시
차우,포메라니안,포메라니안,Unknown,2015.10,7.16,https://cafethumb.pstatic.net/MjAyMDEyMDhfOTYg/MDAxNjA3NDA3NjUwNTg4.KnuTsdckl6Nrk1OnkcUtzj2p1Y8MizaOqkL-s84OaeIg.hD_YYfhO9IhBjHpyhG-iwgCZ892YbYy1okNNyHWBKlEg.JPEG/KakaoTalk_20201208_091348996_11.jpg?type=f200_200,Y,M,Y,,서울특별시
쵸파,믹스,미니어쳐핀셔,Unknown,2018.10,7.16,https://cafethumb.pstatic.net/MjAyMDEwMjZfMTQz/MDAxNjAzNjkyMjk5NDI0.DCFdPIR_RS3y5B-9SWtj-4clYcNnsubWq6ozNEunZhcg.ZIcpMcUmQX2zbOmou45kZ6OQ26t3wGYpLyGgRBt2lxgg.JPEG/%C3%DD%C6%C41.jpg?type=f200_200,Y,M,Y,,서울특별시
조로,믹스,믹스,Unknown,2017.10,7.16,https://cafethumb.pstatic.net/MjAyMDEyMDhfMjEy/MDAxNjA3NDA3NTUyNTI5.0XsHQleWE2G_Yg8NL6yQfFbk-c6_h6fBso3g5B1IgxUg.p20DQXTTUAbGOHX8ycpet937Q_zwiIXx1sO3lRWejyIg.JPEG/KakaoTalk_20201202_101653026_02.jpg?type=f200_200,Y,F,Y,,서울특별시
상순,믹스,믹스,Unknown,2018.10,7.16,https://cafethumb.pstatic.net/MjAyMDExMDdfMjAw/MDAxNjA0NzIyNDkyMTMy.0xX-wsUg5K_NqNBMK7wZylawbAFegvWSvuRwqREbPQMg.bxBL_WzKU1fiOc08Q3gHI9Mkuxk0Wgx2dkpJu7KuMD8g.JPEG/%BB%F3%BC%F8%BA%D0%C8%AB.jpg?type=f200_200,Y,F,Y,,서울특별시
주라,믹스,믹스,Unknown,2018.10,7.16,https://cafethumb.pstatic.net/MjAyMDExMDdfMjI3/MDAxNjA0NzI1MjU0MTg1.blvTI8b-ljxYz7W9wjutKMiUEuSYgo0-md8UEWRsmpIg.rzyIEKn5eCx4MVOU_lKimnrcWIaQMunby4udzVCfYWog.JPEG/%C1%D6%B6%F3%C6%C4%B6%FB.jpg?type=f200_200,Y,M,Y,,서울특별시
주호,믹스,믹스,Unknown,2018.10,7.16,https://cafethumb.pstatic.net/MjAyMDEyMjNfMTAg/MDAxNjA4NzA1MTgzMTE3.wQE3K68bQ4pXMP5-fg2Oxkl8-o1S8mDodz3Q28_qcx4g.642ay_GtoWB_cqZqGO4_tunXZ4NbDAnmAcpodCzmSo0g.JPEG/KakaoTalk_20201223_114741214_10.jpg?type=f200_200,Y,M,Y,,서울특별시
별이,말티즈,말티즈,Unknown,2012.10,7.16,https://cafethumb.pstatic.net/MjAyMTA0MDVfNzQg/MDAxNjE3NjAzODI0MzIz.kCGpCFzBRAxXeTaV0XZgcALXh9YwYQEuB17kLxusNYcg.TJA_gQwQXrQyWbfZfE-QtEpWu9Dba_io043gIVBnmfUg.JPEG/KakaoTalk_20210405_152256237.jpg?type=f200_200,Y,M,Y,,서울특별시
시온,믹스,믹스,Unknown,2015.10,7.16,https://cafethumb.pstatic.net/MjAyMDExMDdfMjU3/MDAxNjA0NzI1MTgwNjg4.J9taarV6L5cWfIvBJY6Tyr3sA4J7gUIxbhwcrZT9r9Mg.uBYIy3KKZPkakMSf0mqH0adbOFhQLIFk9yPFy2nzC54g.JPEG/%BD%C3%BF%C2%B3%EB%B6%FB.jpg?type=f200_200,Y,M,Y,,서울특별시
서울,푸들,푸들,Unknown,2015.09,7.16,https://cafethumb.pstatic.net/MjAyMDEwMDNfMjMw/MDAxNjAxNzA4ODQ3MzY0.WDeBKPu30AXfJg9ra-wmJPRu9mujVDLEKw0DVa_5YRAg.--u6oL5_84XGW75u6ayNplkiJyvi-5oPadoUmb3LPzEg.JPEG/5.jpg?type=f200_200,Y,F,Y,,서울특별시
상돌,믹스,믹스,Unknown,2019.09,7.16,https://cafethumb.pstatic.net/MjAyMDExMDdfMjQ0/MDAxNjA0NzIzMTcxOTI0.gnSgKdAGiwMrGy3pX4KjW1czCPA8TZvGYbdCSUBWsDUg.j26VmXYQfwA_eySxKTpeCq81OFOUndFLYx44-NBMzxAg.JPEG/%BB%F3%B5%B9%C1%D6%C8%B2.jpg?type=f200_200,Y,M,Y,,서울특별시
상두,믹스,믹스,Unknown,2019.09,7.16,https://cafethumb.pstatic.net/MjAyMDA5MTBfODAg/MDAxNTk5NzI1Njg3MDgy.IPU27vY5fShg1dWw7xakKVyC3-m3waZbFEz9CiUejdMg.DWWYJQD6vww6-nQAirLytmVmAyA8Al9HVjgxL3l3kIog.JPEG/KakaoTalk_20200824_144541321_01.jpg?type=f200_200,Y,M,Y,,서울특별시
수리,믹스,믹스,Unknown,2016.08,7.16,https://cafethumb.pstatic.net/MjAyMDA4MTBfMzQg/MDAxNTk3MDQ0NzAwMjcx.7kDhcHaC4Zbjjuqq2Er9rHlxIpMxjE-L_1Jo05LWclYg.4jztYLQHO2rB2HBEdxvJkhzs7XCDCKcu9AXq1sDKfLUg.JPEG/KakaoTalk_20200809_170313901.jpg?type=f200_200,Y,M,Y,,서울특별시
비타,믹스,믹스,Unknown,2019.08,7.16,https://cafethumb.pstatic.net/MjAyMDA5MTBfMjg3/MDAxNTk5NzI1NDM5MzUy.ix42LLAK15JEl7Z4LCB4gMwOmzVQmAhA8cypcNKxcV0g.0a2vcOfi7zGY-isAV132lrx98ZzW33xkIh9AP0ws5dQg.JPEG/253423.jpg?type=f200_200,Y,M,Y,,서울특별시
복숭아,믹스,믹스,Unknown,2019.07,7.16,https://cafethumb.pstatic.net/MjAyMDA5MTlfMTIx/MDAxNjAwNTAyNzkyMTEz._sOGJ4AjyAheSyHp2_Qus-U1xba8zD_r5cgeGJ34TxAg.JvJTRBxGfnOfjSlfqwib547-U-jSuXdDRfNlocK04u0g.JPEG/KakaoTalk_20200919_170253003_03.jpg?type=f200_200,Y,F,Y,,서울특별시
루비,믹스,믹스,Unknown,2019.07,7.16,https://cafethumb.pstatic.net/MjAyMDExMDdfMTUy/MDAxNjA0NzM2NjkxNTI1.0iyH7a9wm7BJ6MJgHGyY1phTeJuLueODsDHniTP3W1og.XpY_yD9_Zxx_39w3-WJNQDUscc6Sy96ahLTxEWmLzyog.JPEG/%B7%E7%BA%F1%C6%C4%B6%FB.jpg?type=f200_200,Y,F,Y,,서울특별시
뽀로로,믹스,믹스,Unknown,2018.07,7.16,https://cafethumb.pstatic.net/MjAyMDA3MTdfMTU2/MDAxNTk0OTY0Mjc1OTI1.DhMecH45Su08bZzZrtNROVdWUdCSpSIbcn7SyFfv6fAg.XcWFL29fMDXLP1xlGgusP37J_s8z8UzBRjB7TjE8qtcg.JPEG/%BB%C7%B7%CE%B7%CE4.JPG?type=f200_200,Y,F,Y,,서울특별시
낑깡,믹스,믹스,Unknown,2016.07,7.16,https://cafethumb.pstatic.net/MjAyMDA3MTVfMjAy/MDAxNTk0Nzk4MTEzODY5.1SgX1YkoCuectc9dy1ef9axTK6K6AnPd7UXWebiGnxcg.QdTxegdhGfVKmfR_8LS3GcYCP9b5ivxebBf8B_gaZvMg.JPEG/%B3%A9%B1%F81.JPG?type=f200_200,Y,M,U,,서울특별시
비오,말티즈,말티즈,Unknown,2017.07,7.16,https://cafethumb.pstatic.net/MjAyMDA3MTVfMTA5/MDAxNTk0Nzk0MzI1MDM1.to_e2HiXlzS88UBdLT4Ch8tIFYZPO8aanq0x63V8JG8g.ugP6Kkkr3xp8ZGwqoAGTynuEckB9_dajXxZMOf86zqcg.JPEG/%BA%F1%BF%C01.JPG?type=f200_200,Y,M,Y,,서울특별시
만두,믹스,믹스,Unknown,2015.07,7.16,https://cafethumb.pstatic.net/MjAyMTAxMjNfMzcg/MDAxNjExMzg5NjQ0MjU0.K1ZreC5XaqzvqzoZ9oSRrLn_Eqh8Bmxb0VPpxL_oXy0g.i3yI4viyC4uBfbIImOkwq3cywoDQ7Y50HbofnnZCO-cg.JPEG/%C4%B8%C3%B3.JPG?type=f200_200,Y,M,U,,서울특별시
마르티,푸들,푸들,Unknown,2018.07,7.16,https://cafethumb.pstatic.net/MjAyMDA2MjRfMjg3/MDAxNTkyOTc4NTQ2Njcw.4ypvfHBlPe_uxKsVw6CU1yIXPUZHc9V0eV4d9ZlSpVMg.a2NOvaC7ZRFOoHznQeKFXrW4UvRAGfpCNThMQMTCGbYg.JPEG/KakaoTalk_20200623_170605291.jpg?type=f200_200,Y,F,Y,,서울특별시
마리,믹스,"말티즈, 시츄",Unknown,2017.06,7.16,https://cafethumb.pstatic.net/MjAyMDA3MjVfMTg4/MDAxNTk1NjU5ODUyNjc4.71Y71lzh_4P-iq-bemdc5sJYnmsyeqKXPygoRn2O58sg.DbesXQVX-p89XN5Mde3iPShCP7bqm4im4WLk_EmnmuUg.JPEG/%B8%B6%B8%AE%B8%DE%C0%CE.JPG?type=f200_200,Y,F,Y,말티즈의 귀여운 얼굴과 한올한올 길게 자나라는 샤랴락한 긴 털! (털빠짐은 적어요!!)  긴 눈썹을 지닌 마리예요.  눈꼽이 껴서 현재 안약 치료중입니다.  마리는 구조당시 너무 길고 피부도 좋지 않고 엉망이 되어 있어  치료차 빡빡이 미용을 할 수 밖에 없었어요. <구조당시 마리>  <센터에 입소한 마리>   성격은 착하고 사람을 너무 너무 좋아하는 순둥이랍니다~ 어떻게든 안겨 있고 싶어서 찡찡대기도 하지만 짖음은 없어요! 다른 강아지 친구들과 함께 있던 적이 없는 듯 어색하고 피하곤 했으나 어느정도 적응하고 데면 데면해요~(싸우지 않아요!!)  전형적인 무릎강아지 마리!  커다란 두눈으로 빤히 쳐다보며 안아달라고 옆에 가만히 몸을 붙이는 마리를 보면 사랑도 많이 받았던 듯 합니다!  센터에 입소후 단번에 패드배변 완벽하게 하는 깔끔쟁이 마리!!  어린 자녀가 있거나성인 가족 구성원을 지닌 가족 처음 반려견을 맞이하는 가족 등 어떤 가족과도 완벽하게 잘 적응할 수있는 마리^^  사랑둥이 마리의 가족을 기다립니다.,서울특별시
총총,비숑프리제,비숑프리제,Unknown,2019.06,7.16,https://cafethumb.pstatic.net/MjAyMDA1MTlfMTkg/MDAxNTg5ODU3NTAzOTcx.JX1Dc-B40JemZCGX8rFc1J_CYtDswG76EpR44gXk8ykg.l-PlaD8tuC2lo9CIx4y6k1jxWIA3Atxw3R3M8dnAE2Mg.JPEG/P5180067.JPG?type=f200_200,Y,F,Y,아무것도 몰라요~ 아무말도 말아요~ 좋아한다고 쓰담해주세요~  백치미가 상콤한 미소천사 총총이예요~  총총이의 구조사연은 매우 기구합니다. 1살때 키워주던 할머니의 파양으로 입양보호소를 통해  어느 젊은 분에게 입양가고 단 4일만에 하지마비와 함께  유기견이라는 거짓신고로 시위탁소에 보내졌어요.  센터에 입소당시 척수 부분손상으로 앉은 생활과  전 가족으로부터 기본 훈련이 되어있지 않아 사람이 좋아도 물고 먹을 것에 대한 과도한 흥분과 조절되지 않는 식이습관으로 (한번에 조절하지 않고 씹기 등) 어려움이 많았어요.   열심히 받으며 입양준비를 마친 총총이는 이제 입양가족을 기다립니다.,서울특별시
라비,믹스,치와와,Unknown,2019.05,7.16,https://cafethumb.pstatic.net/MjAyMDA3MjdfNDEg/MDAxNTk1ODIyNzEwOTgx.GdDrQNoLmOz9fycBkKEyNfwEeab03E77WtGAMecLtqMg.zP5ZFkhkQaUpWVjkTxT4paFMCZDT28xHQMjAPX5TEi0g.JPEG/6.JPG?type=f200_200,Y,M,Y,,서울특별시
라이,말티즈,말티즈,Unknown,2019.05,7.16,https://cafethumb.pstatic.net/MjAyMDA1MTdfMTUz/MDAxNTg5Njc3MzE5Nzcx.sGlQ3jNODFZq9gGTSCnW7joCcwemdfYieYSUN0dfCAog.Id-ZODIQ7SHexCePABOZ8EppvJ7JbKTAADcLw-Frusog.JPEG/P5110101.JPG?type=f200_200,Y,M,Y,,서울특별시
로미,믹스,믹스,Unknown,2017.05,7.16,https://cafethumb.pstatic.net/MjAyMDExMDdfMTY5/MDAxNjA0NzM2NzI5MTQy.XOztXEXL6Pfq_iXSMOKmfYGAjJbuabX0GDLSldk5KBcg.jPMpmzoN3-tr_sSfzltnHL_3PLIm-V63eZSviKwr8vMg.JPEG/%B7%CE%B9%CC%BF%AC%B5%CE.jpg?type=f200_200,Y,F,Y,,서울특별시
고사리,믹스,폼피츠,Unknown,2019.05,7.16,https://cafethumb.pstatic.net/MjAyMDA0MjZfNzYg/MDAxNTg3ODY0NDg1OTEw.v1GL3jKS5OOw1gOedo3Uo9VJnDyJRDitHyE7Jg2-sogg.1-UyecUXQmWaBjw9sf3rd3Q0tsx-aka23KtoQNMUgdcg.JPEG/P4230020.JPG?type=f200_200,Y,M,Y,,서울특별시
감자,시츄,시츄,Unknown,2016.04,7.16,https://cafethumb.pstatic.net/MjAyMDA0MTZfNDkg/MDAxNTg3MDA1MTI2NDk5.-2zQPcF53lVTLgAoY4xEAuSv2EvDft1VGxXPGjqz8sog.ue-y_OTz4QemANAKrv9Y5iMlYTdqpvsSQWpZ0uvfzoIg.JPEG/P4090027.JPG?type=f200_200,Y,M,Y,,서울특별시
깍두기,포메라니안,포메라니안,Unknown,2015.03,7.16,https://cafethumb.pstatic.net/MjAyMDAzMjVfMjcw/MDAxNTg1MTAwMjQwODc0.qxlnAexrZP6z8ShQYhfw0FCZc9_Cg67RRDYbDbCYB58g.YNVUsccEIx9rKuJGode9joUuHo3DgOx2oWfWVtxLgn0g.JPEG/P3190131.JPG?type=f200_200,Y,M,Y,애교 많고 사람에게 친화적인 털 뿜뿜뿜 제조기 깍두기예요!  귀여운 외모와는 달리 마킹이 있는 상남자기질이 있어요 ㅎㅎ (조오금 심해요~^^)  다른 강아지들과 놀기보다는 사람에게 의지하는 면이 더 커요. 분리불안이 관찰됩니다. 집에서 오랜시간 함께 할 수 있는 가족을 찾습니다!  패드배변을 잘하며 털이 진짜 많이 빠지는 견종이므로 털 알러지 및 털빠짐에 예민한 가족은 적합하지 않습니다. (입양전 가족 구성원의 알러지 검사를 통해  알러지 유무를 확인할 수 있어요!)  구조 당시 호흡기 및 기생충 치료를 하였고  현재 너무도 건강합니다.   사랑스러운 센터의 깍쟁이  깍두기의 평생가족을 기다립니다.,서울특별시
